x in Angstrom	y in Volt
4176,00000	32,87642
4176,20000	38,57040
4176,40000	37,37045
4176,60000	35,89494
4176,80000	34,67768
4177,00000	34,83735
4177,20000	35,64837
4177,40000	36,91919
4177,60000	38,20446
4177,80000	39,70839
4178,00000	53,27030
4178,20000	69,55922
4178,40000	67,33540
4178,60000	63,12389
4178,80000	56,34946
4179,00000	35,46793
4179,20000	31,95080
4179,40000	32,57517
4179,60000	33,63047
4179,80000	34,27995
4180,00000	34,85386
4180,20000	34,28669
4180,40000	33,04358
4180,60000	30,97016
4180,80000	27,53300
4181,00000	15,89520
4181,20000	2,51014
4181,40000	1,42481
4181,60000	1,15895
4181,80000	0,92036
4182,00000	0,89864
4182,20000	0,69303
4182,40000	0,53761
4182,60000	0,34411
4182,80000	0,25950
4183,00000	0,17789
4183,20000	0,13743
4183,40000	0,09677
4183,60000	0,02822
4183,80000	0,05517
4184,00000	0,03291
4184,20000	0,02152
4184,40000	-0,00914
4184,60000	-0,01995
4184,80000	-0,01746
4185,00000	-0,07385
4185,20000	-0,09694
4185,40000	-0,07118
4185,60000	-0,04908
4185,80000	-0,04040
4186,00000	-0,09543
4186,20000	-0,09619
4186,40000	-0,03253
4186,60000	-0,06510
4186,80000	-0,09313
4187,00000	-0,11606
4187,20000	-0,04491
4187,40000	-0,09909
4187,60000	-0,09170
4187,80000	-0,06945
4188,00000	-0,07916
4188,20000	-0,05889
4188,40000	-0,07333
4188,60000	-0,08297
4188,80000	-0,08450
4189,00000	-0,04516
4189,20000	-0,08594
4189,40000	-0,09632
4189,60000	-0,08364
4189,80000	-0,11339
4190,00000	-0,10499
4190,20000	-0,05778
4190,40000	-0,16369
4190,60000	-0,10326
4190,80000	-0,08648
4191,00000	-0,13351
4191,20000	-0,16077
4191,40000	-0,14789
4191,60000	-0,16072
4191,80000	-0,15945
4192,00000	-0,16010
4192,20000	-0,18095
4192,40000	-0,18641
4192,60000	-0,18516
4192,80000	-0,19052
4193,00000	-0,24433
4193,20000	-0,15661
4193,40000	-0,19021
4193,60000	-0,21973
4193,80000	-0,21286
4194,00000	-0,22821
4194,20000	-0,23651
4194,40000	-0,14273
4194,60000	-0,20952
4194,80000	-0,12874
4195,00000	-0,19479
4195,20000	-0,15441
4195,40000	-0,19674
4195,60000	-0,23625
4195,80000	-0,16302
4196,00000	-0,20592
4196,20000	-0,21338
4196,40000	-0,13097
4196,60000	-0,15221
4196,80000	-0,13527
4197,00000	-0,21224
4197,20000	-0,19875
4197,40000	-0,15460
4197,60000	-0,19530
4197,80000	-0,18697
4198,00000	-0,19530
4198,20000	-0,14739
4198,40000	-0,16110
4198,60000	-0,19372
4198,80000	-0,21496
4199,00000	-0,22735
4199,20000	-0,20214
4199,40000	-0,20671
4199,60000	-0,20109
4199,80000	-0,19822
4200,00000	-0,19195
4200,20000	-0,22319
4200,40000	-0,16866
4200,60000	-0,21802
4200,80000	-0,17914
4201,00000	-0,18425
4201,20000	-0,16890
4201,40000	-0,17019
4201,60000	-0,18477
4201,80000	-0,22572
4202,00000	-0,18613
