x in Angstrom	y in Volt
6646,40000	23,03866
6646,60000	23,29831
6646,80000	23,54770
6647,00000	22,93229
6647,20000	21,57961
6647,40000	22,24154
6647,60000	23,14969
6647,80000	23,84081
6648,00000	25,02551
6648,20000	24,21489
6648,40000	24,16469
6648,60000	23,97728
6648,80000	21,75999
6649,00000	22,06641
6649,20000	24,01772
6649,40000	26,10693
6649,60000	25,14911
6649,80000	24,21503
6650,00000	23,05254
6650,20000	22,42153
6650,40000	23,59228
6650,60000	24,56741
6650,80000	23,73340
6651,00000	23,17511
6651,20000	24,55254
6651,40000	25,51141
6651,60000	24,89753
6651,80000	23,76707
6652,00000	24,81937
6652,20000	24,95813
6652,40000	22,25080
6652,60000	23,06442
6652,80000	24,40866
