Vernier Format 2
Bandlücke-Ge1.cmbl 26.09.2019 16:22:46 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

171,5	46,984656312	0,526252	0,041514	2416,86917084	0,512646698029
172	47,572017961	0,509158	0,030525	2439,85843385	0,507816348199
172,5	47,8333645	0,471306	0,010989	2450,00522276	0,505713207665
173	48,094176588	0,498168	0,046398	2460,08044332	0,50364206722
173,5	48,616335215	0,47619	0,047619	2480,0981351	0,499577005629
174	48,877147303	0,466422	0,031746	2490,01970254	0,49758642421
174,5	49,138493842	0,432234	0,02442	2499,90984667	0,49561787264
175	49,660118018	0,422466	0,02442	2519,49397371	0,491765415171
175,5	49,921464557	0,424908	0,0500611	2529,22768069	0,489872860976
176	50,247479667	0,399267	0,026862	2541,29614361	0,487546484149
176,5	50,769638294	0,411477	0,039072	2560,45388457	0,48389858043
177	51,030450382	0,349206	0,025641	2569,94341294	0,482111782602
177,5	51,291796921	0,322344	0,010989	2579,3989715	0,480344457639
178	51,813955548	0,350427	0,043956	2598,12983096	0,476881480377
178,5	52,074767636	0,362637	0,026862	2607,40496301	0,475185104568
179	52,596926263	0,377289	0,047619	2625,81168121	0,471854097102
179,5	52,922941373	0,345543	0,0549451	2637,19361342	0,469817609787
180	53,379896978	0,318681	0,019536	2653,00318552	0,467017908898
180,5	53,640709066	0,312576	0,043956	2661,95108111	0,465448072579
181	53,967258627	0,30525	0,037851	2673,07650056	0,463510864631
181,5	54,489417254	0,301587	0,0512821	2690,68567306	0,460477421204
182	54,750229342	0,258852	0,042735	2699,39765111	0,458991286256
182,5	55,076778903	0,253968	0,035409	2710,22659686	0,457157346709
183	55,533200057	0,224664	0,020757	2725,21471421	0,454643075842
183,5	55,794546596	0,229548	0,0512821	2733,71910206	0,453228716538
184	56,055358684	0,255189	0,039072	2742,14939537	0,451835338399
184,5	56,577517311	0,21978	0,034188	2758,8563321	0,449099137777
185	56,838329399	0,233211	0,021978	2767,11552904	0,447758681197
185,5	57,425691048	0,190476	0,025641	2785,50542462	0,444802580188
186	57,687037587	0,217338	0,017094	2793,59401939	0,443514695192
186,5	57,947849675	0,221001	0,03663	2801,60812798	0,442246004225
187	58,470008302	0,213675	0,034188	2817,47814866	0,439754963349
187,5	58,73082039	0,222222	0,017094	2825,31748823	0,43853478597
188	58,992166929	0,221001	0,032967	2833,11416862	0,437327945949
188,5	59,513791105	0,214896	0,023199	2848,49924669	0,434965886489
189	59,775137644	0,206349	0,02442	2856,11885118	0,433805476788
189,5	60,297296271	0,230769	0,046398	2871,16435236	0,43153224544
190	60,623311381	0,206349	0,030525	2880,43732313	0,430143016843
190,5	60,88465792	0,222222	0,026862	2887,80357073	0,429045802338
